Fonte; Local; Sexo; Faixa etária; Raça; Carteira assinada; Posição na ocupação; Pessoas em idade ativa; Pessoas ocupadas; Força de trabalho; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual principal; Renda habitual total; Escolaridade; Horas trabalhadas principal; Horas trabalhadas total 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Sim ; Trabalhador doméstico ; 2121,04158135 ; 2121,04158135 ; 2121,04158135 ; 0 ; 100 ; 100 ; 1565,8945113538 ; 1565,8945113538 ; 6,8362964912479 ; 53,3986147722346 ; 53,3986147722346 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Sim ;  ; 127085,07428799 ; 127085,07428799 ; 127085,07428799 ; 0 ; 100 ; 100 ; 2361,04735597635 ; 2463,16968808811 ; 13,1357004507127 ; 40,3848769772312 ; 40,9730709622095 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Não ; Trabalhador doméstico ; 29545,39850512 ; 29545,39850512 ; 29545,39850512 ; 0 ; 100 ; 100 ; 619,432560351643 ; 619,432560351643 ; 8,91959229396376 ; 28,1295738898176 ; 28,1295738898176 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Branca ; Não ;  ; 119723,49533474 ; 119723,49533474 ; 119723,49533474 ; 0 ; 100 ; 100 ; 1202,41752667832 ; 1211,44917310142 ; 12,0736688893352 ; 32,5467874861722 ; 32,8743548258418 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ;  ; Trabalhador doméstico ; 2288,89973487 ; 2288,89973487 ; 2288,89973487 ; 0 ; 100 ; 100 ; 667,82632573814 ; 667,82632573814 ; 10,9528845594248 ; 24,5545411902947 ; 24,5545411902947 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ;  ;  ; 24797,94072633 ; 11624,38182817 ; 12656,44055674 ; 8,15441532667249 ; 46,876399764225 ; 51,0382724776079 ; 1000,6400643844 ; 1008,56242123607 ; 9,85244969623553 ; 27,1576470423992 ; 27,2634054340834 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Sim ; Trabalhador doméstico ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; NaN ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Sim ;  ; 1263,62059346 ; 1263,62059346 ; 1263,62059346 ; 0 ; 100 ; 100 ; 1067,28038436271 ; 1067,28038436271 ; 11,6757001447975 ; 36,0039764578593 ; 36,0039764578593 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Não ; Trabalhador doméstico ; 2288,89973487 ; 2288,89973487 ; 2288,89973487 ; 0 ; 100 ; 100 ; 667,82632573814 ; 667,82632573814 ; 10,9528845594248 ; 24,5545411902947 ; 24,5545411902947 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Indígena ; Não ;  ; 4904,91683498 ; 4904,91683498 ; 4904,91683498 ; 0 ; 100 ; 100 ; 658,014237030086 ; 658,014237030086 ; 11,1217146271092 ; 24,3900523912039 ; 24,3900523912039 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ;  ; Trabalhador doméstico ; 144202,34962521 ; 144202,34962521 ; 144202,34962521 ; 0 ; 100 ; 100 ; 668,350964802986 ; 674,586319197787 ; 8,55134416035206 ; 28,4045918707753 ; 28,5318267130369 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ;  ;  ; 2499488,92840053 ; 945796,5899339 ; 1052658,10466833 ; 10,1515880854876 ; 37,8395990951291 ; 42,1149336853413 ; 1461,18444657946 ; 1538,10420031957 ; 9,91534158849232 ; 34,5757079731355 ; 35,0144421259321 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Sim ; Trabalhador doméstico ; 14660,56229003 ; 14660,56229003 ; 14660,56229003 ; 0 ; 100 ; 100 ; 1375,15589571521 ; 1375,15589571521 ; 8,67658379674817 ; 40,4532715161893 ; 40,4532715161893 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Sim ;  ; 234834,2150781 ; 234834,2150781 ; 234834,2150781 ; 0 ; 100 ; 100 ; 1791,09480934673 ; 1809,49489643981 ; 12,4230297110135 ; 40,9584256466817 ; 41,1585608300316 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Não ; Trabalhador doméstico ; 129541,78733518 ; 129541,78733518 ; 129541,78733518 ; 0 ; 100 ; 100 ; 588,291647863949 ; 595,233276637844 ; 8,53708548707056 ; 27,0410131979169 ; 27,1826475198276 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Parda ; Não ;  ; 326661,66565407 ; 326661,66565407 ; 326661,66565407 ; 0 ; 100 ; 100 ; 959,83450661188 ; 984,008908336543 ; 10,7612167837033 ; 31,5761843395424 ; 31,9249321334579 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ;  ; Trabalhador doméstico ; 19690,0675946 ; 19690,0675946 ; 19690,0675946 ; 0 ; 100 ; 100 ; 799,333061195677 ; 799,333061195677 ; 10,1618634300306 ; 34,6279968213375 ; 34,6279968213375 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ;  ;  ; 281553,44182756 ; 118500,86446096 ; 133133,2409748 ; 10,990776162814 ; 42,0882315242791 ; 47,2852472023193 ; 1310,16735003295 ; 1356,79242196489 ; 9,93203698767616 ; 36,4920350915622 ; 37,3129393999773 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Sim ; Trabalhador doméstico ; 2797,31335305 ; 2797,31335305 ; 2797,31335305 ; 0 ; 100 ; 100 ; 1319,01473299758 ; 1319,01473299758 ; 10,7627932719062 ; 51,5373990621433 ; 51,5373990621433 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Sim ;  ; 31265,15933046 ; 31265,15933046 ; 31265,15933046 ; 0 ; 100 ; 100 ; 1441,82038368793 ; 1509,92096018082 ; 12,3269811255864 ; 41,4483071837662 ; 42,988560909151 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Não ; Trabalhador doméstico ; 16892,75424155 ; 16892,75424155 ; 16892,75424155 ; 0 ; 100 ; 100 ; 713,277675609636 ; 713,277675609636 ; 10,0576923315343 ; 31,8279266845237 ; 31,8279266845237 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Preta ; Não ;  ; 38238,13928781 ; 38238,13928781 ; 38238,13928781 ; 0 ; 100 ; 100 ; 1169,12071435554 ; 1193,5302558781 ; 11,3110134374397 ; 35,5076947575642 ; 35,8160471381121 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ;  ; Trabalhador doméstico ; 163892,41721981 ; 163892,41721981 ; 163892,41721981 ; 0 ; 100 ; 100 ; 684,097824088674 ; 689,583555054354 ; 8,74672995533222 ; 29,1522729790525 ; 29,2642218020643 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ;  ;  ; 2781042,37022809 ; 1064297,45439486 ; 1185791,34564313 ; 10,2458068778008 ; 38,2697317303933 ; 42,6383775499931 ; 1444,53159536841 ; 1518,11624415529 ; 9,91699074066238 ; 34,7890754102047 ; 35,2703611012249 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Sim ; Trabalhador doméstico ; 17457,87564308 ; 17457,87564308 ; 17457,87564308 ; 0 ; 100 ; 100 ; 1366,16027520923 ; 1366,16027520923 ; 9,02365292832895 ; 42,2293053604616 ; 42,2293053604616 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Sim ;  ; 266099,37440856 ; 266099,37440856 ; 266099,37440856 ; 0 ; 100 ; 100 ; 1750,05705571597 ; 1774,29666694676 ; 12,4118614946552 ; 41,0159839342352 ; 41,3735754056036 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Não ; Trabalhador doméstico ; 146434,54157673 ; 146434,54157673 ; 146434,54157673 ; 0 ; 100 ; 100 ; 602,72100838284 ; 608,861241464965 ; 8,71329266752344 ; 27,5932336797384 ; 27,7185290028961 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Negra ; Não ;  ; 364899,80494188 ; 364899,80494188 ; 364899,80494188 ; 0 ; 100 ; 100 ; 981,794154824553 ; 1005,99322892155 ; 10,8187241237333 ; 31,9881704270651 ; 32,3326851536508 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Não Negra ;  ; Trabalhador doméstico ; 35680,49049945 ; 35680,49049945 ; 35680,49049945 ; 0 ; 100 ; 100 ; 664,343754906032 ; 664,343754906032 ; 8,9184736161986 ; 28,9282405559397 ; 28,9282405559397 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Não Negra ;  ;  ; 1127623,20003235 ; 464922,13748431 ; 501911,17385086 ; 7,36963795461167 ; 41,2302742149126 ; 44,5105398537792 ; 2285,36053378296 ; 2351,21072152844 ; 10,7913855257078 ; 35,3517499752908 ; 35,9141223546851 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 2121,04158135 ; 2121,04158135 ; 2121,04158135 ; 0 ; 100 ; 100 ; 1565,8945113538 ; 1565,8945113538 ; 6,8362964912479 ; 53,3986147722346 ; 53,3986147722346 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Não Negra ; Sim ;  ; 131118,21808472 ; 131118,21808472 ; 131118,21808472 ; 0 ; 100 ; 100 ; 2334,14767110986 ; 2433,12876124717 ; 13,1110539812945 ; 40,3785045365076 ; 40,9486059104328 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Não Negra ; Não ; Trabalhador doméstico ; 33559,4489181 ; 33559,4489181 ; 33559,4489181 ; 0 ; 100 ; 100 ; 607,217553638179 ; 607,217553638179 ; 9,03678988857025 ; 27,3816513568553 ; 27,3816513568553 ; 
PNADC_032022 ; Ceará ; Mulher ;  ; Não Negra ; Não ;  ; 128427,12744286 ; 128427,12744286 ; 128427,12744286 ; 0 ; 100 ; 100 ; 1167,07149497583 ; 1175,48562775621 ; 12,0145330836911 ; 31,8952931430758 ; 32,2006609235722 ; 
PNADC_042022 ;  ;  ;  ;  ;  ; Trabalhador doméstico ; 5833195,71769633 ; 5833195,71769633 ; 5833195,71769633 ; 0 ; 100 ; 100 ; 1126,31314208376 ; 1138,23844129645 ; 8,89886318566549 ; 32,3989508580527 ; 32,6256166489347 ; 
PNADC_042022 ;  ;  ;  ;  ;  ;  ; 173844183,089322 ; 99369771,3641398 ; 107941605,951307 ; 7,94117755764549 ; 57,1602509777869 ; 62,0910081850977 ; 2854,4595082398 ; 2939,9933784965 ; 10,5485443391623 ; 39,3118119939722 ; 39,9137808690971 ; 
PNADC_042022 ;  ;  ;  ;  ; Sim ; Trabalhador doméstico ; 1491597,45620822 ; 1491597,45620822 ; 1491597,45620822 ; 0 ; 100 ; 100 ; 1565,49983378754 ; 1578,30694648334 ; 8,77421403202572 ; 41,297606457051 ; 41,5434428705087 ; 
PNADC_042022 ;  ;  ;  ;  ; Sim ;  ; 39759875,6301057 ; 39759875,6301057 ; 39759875,6301057 ; 0 ; 100 ; 100 ; 2780,02007488833 ; 2834,72402187754 ; 11,9007694866782 ; 42,3159170360766 ; 42,8095752383974 ; 
PNADC_042022 ;  ;  ;  ;  ; Não ; Trabalhador doméstico ; 4341598,26148811 ; 4341598,26148811 ; 4341598,26148811 ; 0 ; 100 ; 100 ; 974,948991238291 ; 986,609334397387 ; 8,9418913644504 ; 29,341732926841 ; 29,5618124676498 ; 
PNADC_042022 ;  ;  ;  ;  ; Não ;  ; 20549930,7427689 ; 20549930,7427689 ; 20549930,7427689 ; 0 ; 100 ; 100 ; 1800,14504829709 ; 1860,85637244123 ; 10,6281531565181 ; 35,3634562143847 ; 35,8902839345796 ; 
PNADC_042022 ;  ;  ;  ; Amarela ;  ; Trabalhador doméstico ; 35914,92620674 ; 35914,92620674 ; 35914,92620674 ; 0 ; 100 ; 100 ; 1322,68295278244 ; 1329,00462159308 ; 9,59015333215075 ; 35,2703892205358 ; 35,37169666907 ; 
PNADC_042022 ;  ;  ;  ; Amarela ;  ;  ; 1329701,87730282 ; 777121,93411028 ; 823491,90082231 ; 5,63089529669042 ; 58,443320820649 ; 61,9305661576329 ; 4387,2351965367 ; 4487,00622704822 ; 11,8711752827487 ; 40,4311454054036 ; 41,1813896825593 ; 
PNADC_042022 ;  ;  ;  ; Amarela ; Sim ; Trabalhador doméstico ; 14887,61710473 ; 14887,61710473 ; 14887,61710473 ; 0 ; 100 ; 100 ; 1893,25521144653 ; 1893,25521144653 ; 10,2895720985903 ; 39,7304778333898 ; 39,7304778333898 ; 
PNADC_042022 ;  ;  ;  ; Amarela ; Sim ;  ; 296442,8203509 ; 296442,8203509 ; 296442,8203509 ; 0 ; 100 ; 100 ; 3798,07194134536 ; 3870,79553718043 ; 13,173744045811 ; 41,5813573079306 ; 42,2692595456023 ; 
PNADC_042022 ;  ;  ;  ; Amarela ; Não ; Trabalhador doméstico ; 21027,30910201 ; 21027,30910201 ; 21027,30910201 ; 0 ; 100 ; 100 ; 918,710134560058 ; 929,507629747686 ; 9,09294637669258 ; 32,1125866125459 ; 32,2856210945449 ; 
PNADC_042022 ;  ;  ;  ; Amarela ; Não ;  ; 143914,34521412 ; 143914,34521412 ; 143914,34521412 ; 0 ; 100 ; 100 ; 3616,75390617262 ; 3695,43302636636 ; 12,0362945684045 ; 36,3740885567616 ; 36,996975453564 ; 
PNADC_042022 ;  ;  ;  ; Branca ;  ; Trabalhador doméstico ; 1845775,94967949 ; 1845775,94967949 ; 1845775,94967949 ; 0 ; 100 ; 100 ; 1243,56764677956 ; 1256,36921380723 ; 9,01805615215372 ; 32,5431611919035 ; 32,790845620149 ; 
PNADC_042022 ;  ;  ;  ; Branca ;  ;  ; 74587503,0479806 ; 43897140,9068237 ; 46779276,2644583 ; 6,1611371269213 ; 58,8532114804616 ; 62,7173110143749 ; 3635,67735657134 ; 3760,20300315386 ; 11,2041713418498 ; 39,8257553814986 ; 40,5096242056153 ; 
PNADC_042022 ;  ;  ;  ; Branca ; Sim ; Trabalhador doméstico ; 482860,94677652 ; 482860,94677652 ; 482860,94677652 ; 0 ; 100 ; 100 ; 1616,21639830848 ; 1628,46771093679 ; 8,84276947038846 ; 39,8506326283379 ; 40,1140184686986 ; 
PNADC_042022 ;  ;  ;  ; Branca ; Sim ;  ; 18265324,3557385 ; 18265324,3557385 ; 18265324,3557385 ; 0 ; 100 ; 100 ; 3334,25474688231 ; 3405,9172226262 ; 12,4406953287443 ; 42,0473396411256 ; 42,5720937954487 ; 
PNADC_042022 ;  ;  ;  ; Branca ; Não ; Trabalhador doméstico ; 1362915,00290297 ; 1362915,00290297 ; 1362915,00290297 ; 0 ; 100 ; 100 ; 1111,00103218784 ; 1123,99834752431 ; 9,0805136241429 ; 29,9542304303935 ; 30,1963520768781 ; 
PNADC_042022 ;  ;  ;  ; Branca ; Não ;  ; 7257608,1489969 ; 7257608,1489969 ; 7257608,1489969 ; 0 ; 100 ; 100 ; 2410,6674617596 ; 2514,36296597394 ; 11,4303001974553 ; 35,7003133193503 ; 36,3936293677008 ; 
PNADC_042022 ;  ;  ;  ; Indígena ;  ; Trabalhador doméstico ; 25525,17942185 ; 25525,17942185 ; 25525,17942185 ; 0 ; 100 ; 100 ; 1143,91045241636 ; 1158,5043940576 ; 9,34737654077463 ; 36,2509869079724 ; 36,7752229446654 ; 
PNADC_042022 ;  ;  ;  ; Indígena ;  ;  ; 732473,13196081 ; 386508,28180082 ; 426103,40910316 ; 9,29237515036027 ; 52,7675712508591 ; 58,1732476606334 ; 2262,51010166346 ; 2342,93815618773 ; 10,0468009411908 ; 38,97734917029 ; 39,5930392295031 ; 
PNADC_042022 ;  ;  ;  ; Indígena ; Sim ; Trabalhador doméstico ; 4187,3336808 ; 4187,3336808 ; 4187,3336808 ; 0 ; 100 ; 100 ; 1382,46504238664 ; 1382,46504238664 ; 9,93955007467386 ; 42,4271020997157 ; 42,4271020997157 ; 
PNADC_042022 ;  ;  ;  ; Indígena ; Sim ;  ; 125836,71134043 ; 125836,71134043 ; 125836,71134043 ; 0 ; 100 ; 100 ; 2342,82978826392 ; 2380,61620738058 ; 11,475463934224 ; 42,8698527908678 ; 43,2179574603949 ; 
PNADC_042022 ;  ;  ;  ; Indígena ; Não ; Trabalhador doméstico ; 21337,84574105 ; 21337,84574105 ; 21337,84574105 ; 0 ; 100 ; 100 ; 1097,05595078167 ; 1114,51628817145 ; 9,21812913583644 ; 35,0389875584253 ; 35,6660995480039 ; 
PNADC_042022 ;  ;  ;  ; Indígena ; Não ;  ; 89227,93988694 ; 89227,93988694 ; 89227,93988694 ; 0 ; 100 ; 100 ; 1675,50164960173 ; 1777,70773995175 ; 10,7693481470778 ; 36,4949421707938 ; 36,9858656720591 ; 
PNADC_042022 ;  ;  ;  ; Parda ;  ; Trabalhador doméstico ; 3043108,89207328 ; 3043108,89207328 ; 3043108,89207328 ; 0 ; 100 ; 100 ; 1059,28752719088 ; 1071,96175615086 ; 8,80067786400464 ; 32,025069824926 ; 32,2593774108875 ; 
PNADC_042022 ;  ;  ;  ; Parda ;  ;  ; 77781791,6939664 ; 42906826,3670442 ; 47256632,7079685 ; 9,20464724561476 ; 55,1630727868313 ; 60,7553923338516 ; 2215,31155852507 ; 2268,33371997363 ; 9,97273143935982 ; 38,7861523535406 ; 39,3150953692694 ; 
PNADC_042022 ;  ;  ;  ; Parda ; Sim ; Trabalhador doméstico ; 734080,00963855 ; 734080,00963855 ; 734080,00963855 ; 0 ; 100 ; 100 ; 1562,48790052475 ; 1578,12124194967 ; 8,69011043474418 ; 41,9231306497671 ; 42,2096403525178 ; 
PNADC_042022 ;  ;  ;  ; Parda ; Sim ;  ; 16223271,2135396 ; 16223271,2135396 ; 16223271,2135396 ; 0 ; 100 ; 100 ; 2307,04543019838 ; 2344,61162547957 ; 11,4016850132547 ; 42,5619920772879 ; 43,0099824723093 ; 
PNADC_042022 ;  ;  ;  ; Parda ; Não ; Trabalhador doméstico ; 2309028,88243473 ; 2309028,88243473 ; 2309028,88243473 ; 0 ; 100 ; 100 ; 899,012521203092 ; 910,770894004612 ; 8,83598443173641 ; 28,8783059879831 ; 29,0960176228557 ; 
PNADC_042022 ;  ;  ;  ; Parda ; Não ;  ; 10489755,0521023 ; 10489755,0521023 ; 10489755,0521023 ; 0 ; 100 ; 100 ; 1438,96136470151 ; 1474,98623095894 ; 10,133880069306 ; 35,0351919929831 ; 35,4664084917941 ; 
PNADC_042022 ;  ;  ;  ; Preta ;  ; Trabalhador doméstico ; 882517,61570293 ; 882517,61570293 ; 882517,61570293 ; 0 ; 100 ; 100 ; 1104,17356354429 ; 1111,88090996731 ; 8,94445987943671 ; 33,1520460122751 ; 33,3049866344226 ; 
PNADC_042022 ;  ;  ;  ; Preta ;  ;  ; 19378017,9850414 ; 11383805,7849033 ; 12634968,9397693 ; 9,90238409631452 ; 58,7459759490927 ; 65,20258650561 ; 2152,37650695846 ; 2208,87954628763 ; 10,1795783906034 ; 39,2375851319524 ; 39,7893651561 ; 
PNADC_042022 ;  ;  ;  ; Preta ; Sim ; Trabalhador doméstico ; 255581,54900762 ; 255581,54900762 ; 255581,54900762 ; 0 ; 100 ; 100 ; 1462,24074765422 ; 1468,9362735489 ; 8,77458840720144 ; 42,30747428293 ; 42,4216812257605 ; 
PNADC_042022 ;  ;  ;  ; Preta ; Sim ;  ; 4839073,50105787 ; 4839073,50105787 ; 4839073,50105787 ; 0 ; 100 ; 100 ; 2219,90978563075 ; 2267,50647620411 ; 11,4488469280504 ; 42,5280693842803 ; 43,0503565919458 ; 
PNADC_042022 ;  ;  ;  ; Preta ; Não ; Trabalhador doméstico ; 626936,06669531 ; 626936,06669531 ; 626936,06669531 ; 0 ; 100 ; 100 ; 957,313581733508 ; 965,607478369438 ; 9,01377387346824 ; 29,419674142881 ; 29,5884052328043 ; 
PNADC_042022 ;  ;  ;  ; Preta ; Não ;  ; 2566698,62452337 ; 2566698,62452337 ; 2566698,62452337 ; 0 ; 100 ; 100 ; 1460,77795943277 ; 1498,68523244493 ; 10,2514573099684 ; 35,6440072086518 ; 36,0872439216256 ; 
PNADC_042022 ;  ;  ;  ; Negra ;  ; Trabalhador doméstico ; 3925626,50777621 ; 3925626,50777621 ; 3925626,50777621 ; 0 ; 100 ; 100 ; 1069,3557686135 ; 1080,92079658267 ; 8,83287903389312 ; 32,2784246297815 ; 32,4944401600011 ; 
PNADC_042022 ;  ;  ;  ; Negra ;  ;  ; 97159809,6790078 ; 54290632,1519475 ; 59891601,6477378 ; 9,35184456868147 ; 55,877664161046 ; 61,6423620482635 ; 2202,01320912 ; 2255,77097984331 ; 10,0138643118686 ; 38,880809992818 ; 39,4145415339008 ; 
PNADC_042022 ;  ;  ;  ; Negra ; Sim ; Trabalhador doméstico ; 989661,55864617 ; 989661,55864617 ; 989661,55864617 ; 0 ; 100 ; 100 ; 1536,59892626844 ; 1549,92406372403 ; 8,71180442276476 ; 42,0223879567291 ; 42,2644002190225 ; 
PNADC_042022 ;  ;  ;  ; Negra ; Sim ;  ; 21062344,7145975 ; 21062344,7145975 ; 21062344,7145975 ; 0 ; 100 ; 100 ; 2287,02601667446 ; 2326,89671815515 ; 11,4125022107392 ; 42,5541983388869 ; 43,0192584259179 ; 
PNADC_042022 ;  ;  ;  ; Negra ; Não ; Trabalhador doméstico ; 2935964,94913004 ; 2935964,94913004 ; 2935964,94913004 ; 0 ; 100 ; 100 ; 911,4209088112 ; 922,451179147374 ; 8,87382706406408 ; 28,9939079204129 ; 29,2011604146871 ; 
PNADC_042022 ;  ;  ;  ; Negra ; Não ;  ; 13056453,6766257 ; 13056453,6766257 ; 13056453,6766257 ; 0 ; 100 ; 100 ; 1443,24760081662 ; 1479,64323070997 ; 10,1569053604164 ; 35,1548757306463 ; 35,58845521928 ; 
PNADC_042022 ;  ;  ;  ; Não Negra ;  ; Trabalhador doméstico ; 1907569,20992012 ; 1907569,20992012 ; 1907569,20992012 ; 0 ; 100 ; 100 ; 1243,62938471541 ; 1256,33025182708 ; 9,03389034965691 ; 32,6469842998398 ; 32,89556748452 ; 
PNADC_042022 ;  ;  ;  ; Não Negra ;  ;  ; 76684373,4103141 ; 45079139,2121923 ; 48050004,3035693 ; 6,18286123890387 ; 58,7853003257755 ; 62,6594469859834 ; 3638,49671061722 ; 3762,16265635523 ; 11,206272222654 ; 39,830885150877 ; 40,5150350096285 ; 
PNADC_042022 ;  ;  ;  ; Não Negra ; Sim ; Trabalhador doméstico ; 501935,89756205 ; 501935,89756205 ; 501935,89756205 ; 0 ; 100 ; 100 ; 1622,48343930484 ; 1634,26916820706 ; 8,89621656813191 ; 39,8685626446174 ; 40,1219390953989 ; 
PNADC_042022 ;  ;  ;  ; Não Negra ; Sim ;  ; 18697530,9155082 ; 18697530,9155082 ; 18697530,9155082 ; 0 ; 100 ; 100 ; 3335,36670558899 ; 3406,77996738284 ; 12,4472256563434 ; 42,0474985501539 ; 42,5733718810467 ; 
PNADC_042022 ;  ;  ;  ; Não Negra ; Não ; Trabalhador doméstico ; 1405633,31235807 ; 1405633,31235807 ; 1405633,31235807 ; 0 ; 100 ; 100 ; 1107,80403309488 ; 1120,83299216591 ; 9,08341534238526 ; 30,0682396326266 ; 30,3151111957184 ; 
PNADC_042022 ;  ;  ;  ; Não Negra ; Não ;  ; 7493477,06614327 ; 7493477,06614327 ; 7493477,06614327 ; 0 ; 100 ; 100 ; 2424,54002354246 ; 2527,69688920825 ; 11,4343619962922 ; 35,7268818177115 ; 36,4161830071728 ; 
PNADC_042022 ;  ; Homem ;  ;  ;  ; Trabalhador doméstico ; 498750,565383 ; 498750,565383 ; 498750,565383 ; 0 ; 100 ; 100 ; 1403,78121684595 ; 1441,62817798754 ; 8,07554358244522 ; 38,1822549640099 ; 38,7792545328965 ; 
PNADC_042022 ;  ; Homem ;  ;  ;  ;  ; 84024617,0506697 ; 56694240,5016576 ; 60603798,7675307 ; 6,45101189262034 ; 67,4733697000595 ; 72,1262421594668 ; 3153,68832467627 ; 3244,71592699966 ; 10,3388303528759 ; 41,1310067269559 ; 41,7141851098937 ; 
PNADC_042022 ;  ; Homem ;  ;  ; Sim ; Trabalhador doméstico ; 175442,21375249 ; 175442,21375249 ; 175442,21375249 ; 0 ; 100 ; 100 ; 1707,6507197682 ; 1736,43069232361 ; 7,57731051940745 ; 44,1494121618001 ; 44,5269918285924 ; 
PNADC_042022 ;  ; Homem ;  ;  ; Sim ;  ; 23022939,7197706 ; 23022939,7197706 ; 23022939,7197706 ; 0 ; 100 ; 100 ; 3022,49958137813 ; 3077,61156118397 ; 11,485835774178 ; 43,0935943371982 ; 43,5661114391246 ; 
PNADC_042022 ;  ; Homem ;  ;  ; Não ; Trabalhador doméstico ; 323308,35163051 ; 323308,35163051 ; 323308,35163051 ; 0 ; 100 ; 100 ; 1235,65541636458 ; 1279,08896993903 ; 8,35606227866602 ; 34,9441967347383 ; 35,660263791893 ; 
PNADC_042022 ;  ; Homem ;  ;  ; Não ;  ; 10215723,6883607 ; 10215723,6883607 ; 10215723,6883607 ; 0 ; 100 ; 100 ; 2068,80962308467 ; 2139,67839894251 ; 10,1409748361183 ; 38,1575792677188 ; 38,6936084916977 ; 
PNADC_042022 ;  ; Homem ;  ; Amarela ;  ; Trabalhador doméstico ; 3795,28274491 ; 3795,28274491 ; 3795,28274491 ; 0 ; 100 ; 100 ; 1044,81410332397 ; 1044,81410332397 ; 9,8318284259141 ; 44,9433099963267 ; 44,9433099963267 ; 
PNADC_042022 ;  ; Homem ;  ; Amarela ;  ;  ; 570117,70195944 ; 393142,95698499 ; 412703,80827481 ; 4,73968276948753 ; 68,9582090915254 ; 72,3892289006966 ; 5214,623689301 ; 5273,1720659261 ; 11,7526137641434 ; 42,346682167835 ; 42,8938938931773 ; 
PNADC_042022 ;  ; Homem ;  ; Amarela ; Sim ; Trabalhador doméstico ; 1919,69647557 ; 1919,69647557 ; 1919,69647557 ; 0 ; 100 ; 100 ; 1335,04691087846 ; 1335,04691087846 ; 7,89483070508708 ; 43,3560042052414 ; 43,3560042052414 ; 
PNADC_042022 ;  ; Homem ;  ; Amarela ; Sim ;  ; 139892,23040461 ; 139892,23040461 ; 139892,23040461 ; 0 ; 100 ; 100 ; 3878,54163682053 ; 3902,1845162287 ; 12,3999279001762 ; 43,179818873297 ; 43,5814625846942 ; 
PNADC_042022 ;  ; Homem ;  ; Amarela ; Não ; Trabalhador doméstico ; 1875,58626934 ; 1875,58626934 ; 1875,58626934 ; 0 ; 100 ; 100 ; 747,755574550886 ; 747,755574550886 ; 11,7507576133597 ; 46,5679461874792 ; 46,5679461874792 ; 
PNADC_042022 ;  ; Homem ;  ; Amarela ; Não ;  ; 76290,75285118 ; 76290,75285118 ; 76290,75285118 ; 0 ; 100 ; 100 ; 5180,05638910201 ; 5292,50004120445 ; 12,3301228898045 ; 38,007016071644 ; 38,6205994043826 ; 
PNADC_042022 ;  ; Homem ;  ; Branca ;  ; Trabalhador doméstico ; 158257,60967928 ; 158257,60967928 ; 158257,60967928 ; 0 ; 100 ; 100 ; 1469,73439661116 ; 1504,76485092453 ; 8,43231615329426 ; 36,9519011256467 ; 37,6803738237545 ; 
PNADC_042022 ;  ; Homem ;  ; Branca ;  ;  ; 35396418,0134241 ; 24236764,7753189 ; 25566573,8574669 ; 5,20135818573763 ; 68,472365667416 ; 72,2292686445581 ; 4091,09302353329 ; 4233,78584947891 ; 11,0488612361592 ; 41,6573474649556 ; 42,3526366754393 ; 
