Local; Sexo; Faixa etária; Raça; Previdência; Posição; Atividade; Força de trabalho; Pessoas ocupadas; Taxa de desemprego; Nível da ocupação; Participação; Renda habitual
Pernambuco ; Mulher ; Idoso ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ; Idoso ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ; Idoso ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ; Idoso ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ; Idoso ;  ; Contribuinte ;  ; Serviços domésticos ; 2022.34002226 ; 2022.34002226 ; 2022.34002226 ; 0 ; 100 ; 100 ; 1320 
Pernambuco ; Mulher ; Idoso ;  ; Não contribuinte ;  ; Serviços domésticos ; 5961.4706475 ; 5961.4706475 ; 5961.4706475 ; 0 ; 100 ; 100 ; 665.564930054585 
Pernambuco ; Mulher ; Idoso ;  ;  ;  ; Serviços domésticos ; 7983.81066976 ; 7983.81066976 ; 7983.81066976 ; 0 ; 100 ; 100 ; 831.336675987147 
Pernambuco ; Mulher ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 9854.37292418 ; 9854.37292418 ; 9854.37292418 ; 0 ; 100 ; 100 ; 1317.76379109206 
Pernambuco ; Mulher ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 44590.3136043 ; 44590.3136043 ; 44590.3136043 ; 0 ; 100 ; 100 ; 647.667382279659 
Pernambuco ; Mulher ;  ; Branca ;  ;  ; Serviços domésticos ; 54444.68652848 ; 54444.68652848 ; 54444.68652848 ; 0 ; 100 ; 100 ; 769.517286691368 
Pernambuco ; Mulher ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 2310.67684208 ; 2310.67684208 ; 2310.67684208 ; 0 ; 100 ; 100 ; 581.608803464812 
Pernambuco ; Mulher ;  ; Indígena ;  ;  ; Serviços domésticos ; 2310.67684208 ; 2310.67684208 ; 2310.67684208 ; 0 ; 100 ; 100 ; 581.608803464812 
Pernambuco ; Mulher ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 24894.64151174 ; 24894.64151174 ; 24894.64151174 ; 0 ; 100 ; 100 ; 1224.91180073961 
Pernambuco ; Mulher ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 84015.90299241 ; 84015.90299241 ; 84015.90299241 ; 0 ; 100 ; 100 ; 656.757798312533 
Pernambuco ; Mulher ;  ; Parda ;  ;  ; Serviços domésticos ; 108910.54450415 ; 108910.54450415 ; 108910.54450415 ; 0 ; 100 ; 100 ; 786.800908292237 
Pernambuco ; Mulher ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 7575.77251284 ; 7575.77251284 ; 7575.77251284 ; 0 ; 100 ; 100 ; 1676.61973777251 
Pernambuco ; Mulher ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 22885.76301806 ; 22885.76301806 ; 22885.76301806 ; 0 ; 100 ; 100 ; 776.847756099507 
Pernambuco ; Mulher ;  ; Preta ;  ;  ; Serviços domésticos ; 30461.5355309 ; 30461.5355309 ; 30461.5355309 ; 0 ; 100 ; 100 ; 1000.6207119857 
Pernambuco ; Mulher ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ; Mulher ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 42324.78694876 ; 42324.78694876 ; 42324.78694876 ; 0 ; 100 ; 100 ; 1327.38212665387 
Pernambuco ; Mulher ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 153802.65645685 ; 153802.65645685 ; 153802.65645685 ; 0 ; 100 ; 100 ; 670.9142140927 
Pernambuco ; Mulher ;  ;  ;  ;  ; Serviços domésticos ; 196127.44340561 ; 196127.44340561 ; 196127.44340561 ; 0 ; 100 ; 100 ; 812.870142597094 
Pernambuco ;  ; Jovem ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Branca ; Contribuinte ;  ; Serviços domésticos ; 1705.85540031 ; 1705.85540031 ; 1705.85540031 ; 0 ; 100 ; 100 ; 1320 
Pernambuco ;  ; Jovem ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 10178.51282161 ; 10178.51282161 ; 10178.51282161 ; 0 ; 100 ; 100 ; 761.395749580139 
Pernambuco ;  ; Jovem ; Branca ;  ;  ; Serviços domésticos ; 11884.36822192 ; 11884.36822192 ; 11884.36822192 ; 0 ; 100 ; 100 ; 841.576543327111 
Pernambuco ;  ; Jovem ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Parda ; Contribuinte ;  ; Serviços domésticos ; 3203.55162359 ; 3203.55162359 ; 3203.55162359 ; 0 ; 100 ; 100 ; 1405.62996504171 
Pernambuco ;  ; Jovem ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 17796.34472826 ; 17796.34472826 ; 17796.34472826 ; 0 ; 100 ; 100 ; 719.596790644716 
Pernambuco ;  ; Jovem ; Parda ;  ;  ; Serviços domésticos ; 20999.89635185 ; 20999.89635185 ; 20999.89635185 ; 0 ; 100 ; 100 ; 824.25172097643 
Pernambuco ;  ; Jovem ; Preta ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 1086.20377015 ; 1086.20377015 ; 1086.20377015 ; 0 ; 100 ; 100 ; 437.985535207912 
Pernambuco ;  ; Jovem ; Preta ;  ;  ; Serviços domésticos ; 1086.20377015 ; 1086.20377015 ; 1086.20377015 ; 0 ; 100 ; 100 ; 437.985535207912 
Pernambuco ;  ; Jovem ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Jovem ;  ; Contribuinte ;  ; Serviços domésticos ; 4909.4070239 ; 4909.4070239 ; 4909.4070239 ; 0 ; 100 ; 100 ; 1375.87640466596 
Pernambuco ;  ; Jovem ;  ; Não contribuinte ;  ; Serviços domésticos ; 29061.06132002 ; 29061.06132002 ; 29061.06132002 ; 0 ; 100 ; 100 ; 723.711025522974 
Pernambuco ;  ; Jovem ;  ;  ;  ; Serviços domésticos ; 33970.46834392 ; 33970.46834392 ; 33970.46834392 ; 0 ; 100 ; 100 ; 817.961868952455 
Pernambuco ;  ; Pleno ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Branca ; Contribuinte ;  ; Serviços domésticos ; 3649.65217872 ; 3649.65217872 ; 3649.65217872 ; 0 ; 100 ; 100 ; 1320 
Pernambuco ;  ; Pleno ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 23628.16268774 ; 23628.16268774 ; 23628.16268774 ; 0 ; 100 ; 100 ; 626.842984768763 
Pernambuco ;  ; Pleno ; Branca ;  ;  ; Serviços domésticos ; 27277.81486646 ; 27277.81486646 ; 27277.81486646 ; 0 ; 100 ; 100 ; 720.448940190064 
Pernambuco ;  ; Pleno ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 2138.66248482 ; 2138.66248482 ; 2138.66248482 ; 0 ; 100 ; 100 ; 596.215746740103 
Pernambuco ;  ; Pleno ; Indígena ;  ;  ; Serviços domésticos ; 2138.66248482 ; 2138.66248482 ; 2138.66248482 ; 0 ; 100 ; 100 ; 596.215746740103 
Pernambuco ;  ; Pleno ; Parda ; Contribuinte ;  ; Serviços domésticos ; 12044.95436379 ; 12044.95436379 ; 12044.95436379 ; 0 ; 100 ; 100 ; 1288.81802520298 
Pernambuco ;  ; Pleno ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 55526.41415591 ; 55526.41415591 ; 55526.41415591 ; 0 ; 100 ; 100 ; 689.505197303951 
Pernambuco ;  ; Pleno ; Parda ;  ;  ; Serviços domésticos ; 67571.3685197 ; 67571.3685197 ; 67571.3685197 ; 0 ; 100 ; 100 ; 796.335883433582 
Pernambuco ;  ; Pleno ; Preta ; Contribuinte ;  ; Serviços domésticos ; 4078.64875167 ; 4078.64875167 ; 4078.64875167 ; 0 ; 100 ; 100 ; 1411.67748508611 
Pernambuco ;  ; Pleno ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 12777.91242996 ; 12777.91242996 ; 12777.91242996 ; 0 ; 100 ; 100 ; 795.322273348661 
Pernambuco ;  ; Pleno ; Preta ;  ;  ; Serviços domésticos ; 16856.56118163 ; 16856.56118163 ; 16856.56118163 ; 0 ; 100 ; 100 ; 944.456867756792 
Pernambuco ;  ; Pleno ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Pleno ;  ; Contribuinte ;  ; Serviços domésticos ; 19773.25529418 ; 19773.25529418 ; 19773.25529418 ; 0 ; 100 ; 100 ; 1319.91578507051 
Pernambuco ;  ; Pleno ;  ; Não contribuinte ;  ; Serviços domésticos ; 94071.15175843 ; 94071.15175843 ; 94071.15175843 ; 0 ; 100 ; 100 ; 686.177535292817 
Pernambuco ;  ; Pleno ;  ;  ;  ; Serviços domésticos ; 113844.40705261 ; 113844.40705261 ; 113844.40705261 ; 0 ; 100 ; 100 ; 796.493558022843 
Pernambuco ;  ; Senior ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Branca ; Contribuinte ;  ; Serviços domésticos ; 4852.23506834 ; 4852.23506834 ; 4852.23506834 ; 0 ; 100 ; 100 ; 1315.45849774283 
Pernambuco ;  ; Senior ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 11675.03520378 ; 11675.03520378 ; 11675.03520378 ; 0 ; 100 ; 100 ; 651.957162735484 
Pernambuco ;  ; Senior ; Branca ;  ;  ; Serviços domésticos ; 16527.27027212 ; 16527.27027212 ; 16527.27027212 ; 0 ; 100 ; 100 ; 846.75427034036 
Pernambuco ;  ; Senior ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 172.01435726 ; 172.01435726 ; 172.01435726 ; 0 ; 100 ; 100 ; 400 
Pernambuco ;  ; Senior ; Indígena ;  ;  ; Serviços domésticos ; 172.01435726 ; 172.01435726 ; 172.01435726 ; 0 ; 100 ; 100 ; 400 
Pernambuco ;  ; Senior ; Parda ; Contribuinte ;  ; Serviços domésticos ; 13449.53878486 ; 13449.53878486 ; 13449.53878486 ; 0 ; 100 ; 100 ; 1151.52424637271 
Pernambuco ;  ; Senior ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 19449.72760511 ; 19449.72760511 ; 19449.72760511 ; 0 ; 100 ; 100 ; 621.118028390972 
Pernambuco ;  ; Senior ; Parda ;  ;  ; Serviços domésticos ; 32899.26638997 ; 32899.26638997 ; 32899.26638997 ; 0 ; 100 ; 100 ; 838.924358441678 
Pernambuco ;  ; Senior ; Preta ; Contribuinte ;  ; Serviços domésticos ; 4522.50311112 ; 4522.50311112 ; 4522.50311112 ; 0 ; 100 ; 100 ; 1950.09889083718 
Pernambuco ;  ; Senior ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 7999.59216092 ; 7999.59216092 ; 7999.59216092 ; 0 ; 100 ; 100 ; 730.701798335336 
Pernambuco ;  ; Senior ; Preta ;  ;  ; Serviços domésticos ; 12522.09527204 ; 12522.09527204 ; 12522.09527204 ; 0 ; 100 ; 100 ; 1171.10150978329 
Pernambuco ;  ; Senior ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Senior ;  ; Contribuinte ;  ; Serviços domésticos ; 22824.27696432 ; 22824.27696432 ; 22824.27696432 ; 0 ; 100 ; 100 ; 1344.608296498 
Pernambuco ;  ; Senior ;  ; Não contribuinte ;  ; Serviços domésticos ; 39296.36932707 ; 39296.36932707 ; 39296.36932707 ; 0 ; 100 ; 100 ; 651.734828213711 
Pernambuco ;  ; Senior ;  ;  ;  ; Serviços domésticos ; 62120.64629139 ; 62120.64629139 ; 62120.64629139 ; 0 ; 100 ; 100 ; 906.911942250743 
Pernambuco ;  ; Idoso ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Branca ; Contribuinte ;  ; Serviços domésticos ; 927.23733596 ; 927.23733596 ; 927.23733596 ; 0 ; 100 ; 100 ; 1320 
Pernambuco ;  ; Idoso ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 3047.48356024 ; 3047.48356024 ; 3047.48356024 ; 0 ; 100 ; 100 ; 439.186495099116 
Pernambuco ;  ; Idoso ; Branca ;  ;  ; Serviços domésticos ; 3974.7208962 ; 3974.7208962 ; 3974.7208962 ; 0 ; 100 ; 100 ; 690.088891413956 
Pernambuco ;  ; Idoso ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Parda ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 2272.36260679 ; 2272.36260679 ; 2272.36260679 ; 0 ; 100 ; 100 ; 423.746998704854 
Pernambuco ;  ; Idoso ; Parda ;  ;  ; Serviços domésticos ; 2272.36260679 ; 2272.36260679 ; 2272.36260679 ; 0 ; 100 ; 100 ; 423.746998704854 
Pernambuco ;  ; Idoso ; Preta ; Contribuinte ;  ; Serviços domésticos ; 1095.1026863 ; 1095.1026863 ; 1095.1026863 ; 0 ; 100 ; 100 ; 1320 
Pernambuco ;  ; Idoso ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 1626.44776605 ; 1626.44776605 ; 1626.44776605 ; 0 ; 100 ; 100 ; 1259.96889310456 
Pernambuco ;  ; Idoso ; Preta ;  ;  ; Serviços domésticos ; 2721.55045235 ; 2721.55045235 ; 2721.55045235 ; 0 ; 100 ; 100 ; 1284.12432493423 
Pernambuco ;  ; Idoso ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ; Idoso ;  ; Contribuinte ;  ; Serviços domésticos ; 2022.34002226 ; 2022.34002226 ; 2022.34002226 ; 0 ; 100 ; 100 ; 1320 
Pernambuco ;  ; Idoso ;  ; Não contribuinte ;  ; Serviços domésticos ; 6946.29393308 ; 6946.29393308 ; 6946.29393308 ; 0 ; 100 ; 100 ; 647.944300187073 
Pernambuco ;  ; Idoso ;  ;  ;  ; Serviços domésticos ; 8968.63395534 ; 8968.63395534 ; 8968.63395534 ; 0 ; 100 ; 100 ; 812.705593671638 
Pernambuco ;  ;  ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Branca ; Contribuinte ;  ; Serviços domésticos ; 11134.97998333 ; 11134.97998333 ; 11134.97998333 ; 0 ; 100 ; 100 ; 1318.02097205849 
Pernambuco ;  ;  ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 48529.19427337 ; 48529.19427337 ; 48529.19427337 ; 0 ; 100 ; 100 ; 652.620307784954 
Pernambuco ;  ;  ; Branca ;  ;  ; Serviços domésticos ; 59664.1742567 ; 59664.1742567 ; 59664.1742567 ; 0 ; 100 ; 100 ; 778.857978018071 
Pernambuco ;  ;  ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 2310.67684208 ; 2310.67684208 ; 2310.67684208 ; 0 ; 100 ; 100 ; 581.608803464812 
Pernambuco ;  ;  ; Indígena ;  ;  ; Serviços domésticos ; 2310.67684208 ; 2310.67684208 ; 2310.67684208 ; 0 ; 100 ; 100 ; 581.608803464812 
Pernambuco ;  ;  ; Parda ; Contribuinte ;  ; Serviços domésticos ; 28698.04477224 ; 28698.04477224 ; 28698.04477224 ; 0 ; 100 ; 100 ; 1237.5140100529 
Pernambuco ;  ;  ; Parda ; Não contribuinte ;  ; Serviços domésticos ; 95044.84909607 ; 95044.84909607 ; 95044.84909607 ; 0 ; 100 ; 100 ; 674.874156370263 
Pernambuco ;  ;  ; Parda ;  ;  ; Serviços domésticos ; 123742.89386831 ; 123742.89386831 ; 123742.89386831 ; 0 ; 100 ; 100 ; 805.514603924614 
Pernambuco ;  ;  ; Preta ; Contribuinte ;  ; Serviços domésticos ; 9696.25454909 ; 9696.25454909 ; 9696.25454909 ; 0 ; 100 ; 100 ; 1652.45254009236 
Pernambuco ;  ;  ; Preta ; Não contribuinte ;  ; Serviços domésticos ; 23490.15612708 ; 23490.15612708 ; 23490.15612708 ; 0 ; 100 ; 100 ; 788.964099310973 
Pernambuco ;  ;  ; Preta ;  ;  ; Serviços domésticos ; 33186.41067617 ; 33186.41067617 ; 33186.41067617 ; 0 ; 100 ; 100 ; 1041.25422504082 
Pernambuco ;  ;  ; Negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Não-negra ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Não-negra ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ; Não-negra ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Pernambuco ;  ;  ;  ; Contribuinte ;  ; Serviços domésticos ; 49529.27930466 ; 49529.27930466 ; 49529.27930466 ; 0 ; 100 ; 100 ; 1336.84501363316 
Pernambuco ;  ;  ;  ; Não contribuinte ;  ; Serviços domésticos ; 169374.8763386 ; 169374.8763386 ; 169374.8763386 ; 0 ; 100 ; 100 ; 683.231289648739 
Pernambuco ;  ;  ;  ;  ;  ; Serviços domésticos ; 218904.15564326 ; 218904.15564326 ; 218904.15564326 ; 0 ; 100 ; 100 ; 831.877324808407 
Rio Grande do Norte ; Homem ; Jovem ; Amarela ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Amarela ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Amarela ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Branca ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Branca ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Branca ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Indígena ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Indígena ; Não contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Indígena ;  ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
Rio Grande do Norte ; Homem ; Jovem ; Parda ; Contribuinte ;  ; Serviços domésticos ; 0 ; 0 ; 0 ; NaN ; NaN ; NaN ; NaN 
